40.25,3.84
89.97,35.1
61.91,24.76
45.17,17.92
51.91,32.26
76.45,81.21
44.84,58.34
19.03,29.13
88.24,22.53
78.42,93.35
93.83,50.02
0.42,61.32
46.93,81.21
13.1,1.74
84.94,45.29
20.37,16.13
99.78,10.18
16.98,3.99
15.51,34.42
68.03,4.14
95.91,4.51
40.72,17.39
40.3,22.19
85.32,53.82
39.74,74.97
20.5,67.54
14.07,0.73
6.22,12.57
21.76,54.7
83.0,29.22
64.89,42.78
25.61,58.3
95.04,24.93
24.01,72.95
62.93,45.49
24.78,73.71
9.77,74.16
31.0,31.57
77.65,48.95
43.32,80.16
93.07,62.98
8.86,73.69
10.66,85.1
39.98,17.57
89.53,89.66
86.92,42.62
22.95,46.71
29.08,28.97
63.41,86.97
45.43,2.0
72.5,22.36
70.77,25.12
48.26,75.58
89.48,92.75
14.32,97.24
54.5,22.86
16.29,30.83
69.1,85.05
38.17,97.61
84.61,96.17
93.57,23.0
47.28,83.36
59.54,8.79
26.34,86.63
62.83,78.13
97.13,6.77
35.17,7.07
13.66,86.07
65.96,26.36
14.71,87.5
4.51,31.21
40.0,80.03
64.78,93.0
90.85,18.21
95.37,25.76
5.82,7.43
86.71,38.67
14.24,51.5
54.52,29.57
57.03,9.28
70.14,38.05
12.4,57.3
61.04,76.34
45.03,87.6
6.98,43.24
59.52,69.31
41.28,43.73
70.2,14.76
20.94,87.03
87.85,45.79
97.84,32.64
2.3,60.56
97.52,97.71
46.45,52.65
15.76,3.83
75.81,88.09
16.44,17.56
76.66,2.08
3.99,93.41
71.2,46.77
80.22,53.79
61.08,67.98
54.32,2.0
91.86,56.91
72.55,70.06
22.95,38.09
79.83,10.68
32.47,97.19
87.41,24.0
6.76,4.77
96.46,21.62
5.08,1.08
78.94,65.87
36.88,17.13
50.95,83.77
89.99,67.98
43.5,4.93
42.42,81.13
77.79,49.59
36.59,64.88
16.63,99.93
46.0,95.85
45.05,73.04
41.37,73.86
4.95,12.76
96.28,90.11
16.75,63.77
37.44,69.26
33.27,36.55
58.78,71.72
51.49,12.56
12.79,42.88
90.41,17.8
23.8,12.72
57.04,67.97
76.11,88.03
6.32,40.67
8.57,85.94
81.6,50.05
72.06,54.55
26.54,91.83
79.12,9.98
28.21,71.38
75.82,26.48
59.18,55.17
35.31,63.38
80.25,94.46
91.61,52.99
10.26,64.95
42.35,98.84
56.63,95.87
13.75,90.52
5.54,57.05
73.27,18.29
17.57,38.41
84.91,29.93
55.94,31.96
74.16,65.36
66.5,22.57
84.71,78.76
25.29,63.85
84.83,14.35
48.88,25.51
4.42,60.65
68.42,87.69
44.47,18.6
35.09,71.21
39.69,51.66
29.37,92.2
87.96,12.14
28.74,67.24
36.35,73.6
98.21,45.16
83.93,13.34
43.25,34.56
90.43,67.0
90.22,58.14
61.18,77.57
87.48,52.86
98.79,62.93
25.25,39.82
55.84,73.83
49.75,38.33
42.36,45.66
97.73,54.6
41.02,50.82
3.04,44.9
24.92,79.08
79.75,83.85
60.5,84.59
42.91,78.9
45.29,30.24
97.38,64.89
94.33,93.86
95.39,66.17
70.17,57.44
32.41,79.22
53.06,50.14
21.96,82.26
53.21,63.66
